"ID","name","desc","talk_pre","talk_accept","talk_doing","talk_finish","task_failed","","","","","","",""
"854","Cß¶ng Hóa Pháp Bäo Chính","Hãy ğªn Dßşc Sß Thiên Hóa Thôn ğ¬ biªt thêm v« cách cß¶ng hóa Pháp Bäo Chính.","$username$, ch¡c ngß½i ğã phát hi®n pháp bäo chính có gi¾i hÕn tinh luy®n? Ğúng v§y, pháp bäo khi ğÕt gi¾i hÕn s¨ không th¬ tiªp tøc tinh luy®n mà phäi tìm pháp bäo có ğÆng c¤p cao h½n. Tuy nhiên c¤p ğµ linh lñc tÕi pháp bäo cû có th¬ ğßşc chuy¬n hóa vào pháp bäo m¾i b¢ng cách tiªn hành dung hşp. M²i ğÆng c¤p pháp bäo cách nhau 10 c¤p ğµ. Ví dø pháp bäo yêu c¥u c¤p ğµ 10 thì chï có th¬ tinh luy®n ğªn c¤p ğµ t¯i ğa là 10. Sau ğó phäi dung hşp v¾i pháp bäo yêu c¥u c¤p 20 ğ¬ có th¬ tiªp tøc tinh luy®n t× c¤p ğµ 10 lên 20. Hß¾ng dçn dung hşp nhß sau:
- Ğ¥u tiên hãy b¤m chæ i ğ¬ m· khung trang b¸, b¤m phäi vào pháp bäo ğang c¥m ğ¬ tháo gŞ xu¯ng trang hành lı.
- Sau ğó b¤m chæ s ğ¬ m· khung kÛ nång, ch÷n bi¬u tßşng Dung Hşp pháp bäo ğ¬ m· giao di®n dung hşp. TÕi ğây có 3 ô tr¯ng, 2 trên 1 dß¾i, hãy ğ£t pháp bäo cû vào ô trái phía trên, pháp bäo m¾i vào ô phäi phía trên. Ô thÑ 3 bên dß¾i s¨ hi¬n th¸ hình änh và thuµc tính cüa pháp bäo sau khi dung hşp. B¤m phím Dung Hşp ğ¬ tiªn hành dung hşp ho£c phím Hüy Bö ğ¬ kªt thúc.
- Chú ı: Pháp bäo chính cüa m²i môn phái ğ«u có 2 loÕi, phäi cùng loÕi m¾i có th¬ dung hşp ğßşc.
- Hãy tinh luy®n pháp bäo sau khi dung hşp lên trên c¤p 10. Sau khi trang b¸ pháp bäo trên tay là có th¬ hoàn thành nhi®m vø.","Kiên nhçn nghe ta nói chÑ.","Ğ×ng ch¥n ch× næa, hãy nhanh tay tinh luy®n pháp bäo sau khi dung hşp lên cao h½n c¤p ğµ 10 nào!","Hay l¡m, ngß½i ğã lînh hµi ğßşc r°i.","","","","","","","",""
"855","Bang Hµi T¡m Tiên","Thïnh m¶i bang chü kích hoÕt th¥n bí nång lßşng cüa Sinh M®nh Chi Thø, ğ¬ bang chúng ğßşc ğ¡m mình trong dòng tiên khí h°i sinh.","M²i ngày t× 18h00 ğªn 20h00, bang chü s¨ dùng ti«m lñc thiên phú kích hoÕt nång lßşng tiên khí ¦n tàng trong Sinh M®nh Chi Thø. Các thành viên trong bang hãy ng°i xung quanh, t¡m mình trong v¥ng quang tiên khí và h¤p thø tinh hoa cüa tiên gi¾i.","Th¶i gian quı báu!","Chï có th¬ t¡m tiên trong khoäng th¶i gian t× 18h00 ğªn 20h00. Hãy ghi nh¾.","Cäm tÕ chß v¸ ğã n± lñc vì bang hµi cüa chúng ta. Nhæng tinh hoa tiên khí này là món quà xÑng ğáng cho chß v¸.","","","","","","","",""
"856","Di®u Døng Linh Vån Phù (s½ c¤p)","Hãy mua Linh Vån Phù tÕi Lı Bán Tiên ğ¬ nh§n ph¥n thß·ng linh lñc.","$username$, ğÕo hÕnh cüa ngß½i vçn còn th¤p l¡m, c¥n phäi tu luy®n thêm. Hãy mua 1 Linh Vån Phù Chú t× ta, s¨ giúp tång linh lñc r¤t hæu hi®u.","T× nay v« sau m²i ngày hãy ğªn g£p ta!","Mua xong Linh Vån Phù Chú thì hãy ğªn g£p ta.","Hãy tiªp tøc tu luy®n, tam gi¾i ğang r¤t c¥n nhæng kÏ hi®p anh dûng ğ¬ cÑu nguy cho bá tánh.","","","","","","","",""
"857","Di®u Døng Linh Vån Phù (trung c¤p)","Hãy mua Linh Vån Phù tÕi Lı Bán Tiên ğ¬ nh§n ph¥n thß·ng linh lñc.","$username$, lâu ngày không g£p trông ngß½i ğã khá h½n r¤t nhi«u. Gi¶ ğây ngß½i ğã có th¬ mua 3 t¤m Linh Vån Phù Chú, giúp tång cß¶ng thêm lßşng linh lñc c¥n thiªt.","T× nay v« sau m²i ngày hãy ğªn g£p ta!","Mua xong Linh Vån Phù Chú thì hãy ğªn g£p ta.","Hãy tiªp tøc tu luy®n, tam gi¾i ğang r¤t c¥n nhæng kÏ hi®p anh dûng ğ¬ cÑu nguy cho bá tánh.","","","","","","","",""
"858","Di®u Døng Linh Vån Phù (cao c¤p)","Hãy mua Linh Vån Phù tÕi Lı Bán Tiên ğ¬ nh§n ph¥n thß·ng linh lñc.","$username$, th§t ğáng m×ng khi ngß½i có th¬ ğÕt ğªn mÑc tu vi võ h÷c nhß v§y. Có phäi vçn cäm th¤y không ğü linh lñc cho các pháp bäo uy lñc không? Nay ta s¨ phá l® bán cho ngß½i 5 t¤m Linh Vån Phù Chú. Vi®c có ích thª này ngß½i nên quäng bá giúp ta.","T× nay v« sau m²i ngày hãy ğªn g£p ta!","Mua xong Linh Vån Phù Chú thì hãy ğªn g£p ta.","Hãy tiªp tøc tu luy®n, tam gi¾i ğang r¤t c¥n nhæng kÏ hi®p anh dûng ğ¬ cÑu nguy cho bá tánh.","","","","","","","",""
"859","Thu th§p Ti¬u Phúc Bao","Giúp thß½ng nhân thu th§p mµt ít Ti¬u Phúc Bao, phòng khi c¥n dùng.","Ái chà, g¥n ğây thu th§p ğßşc nhi«u bäo v§t quá, không chÑa v×a trong kho næa. Hãy giúp ta tìm mµt ít Ti¬u Phúc Bao, ta s¨ h§u tÕ.","Ta ğşi ngß¶i · ğây!","Hãy mau thu th§p giúp ta v¾i!","R¯t cuµc cûng có ch² chÑa bäo v§t r°i, ğa tÕ ngß¶i.","","","","","","","",""
"860","Thu th§p ĞÕi Phúc Bao","Giúp thß½ng nhân thu th§p mµt ít ĞÕi Phúc Bao, phòng khi c¥n dùng.","Ái chà, g¥n ğây thu th§p ğßşc nhi«u bäo v§t quá, không chÑa v×a trong kho næa. Hãy giúp ta tìm mµt ít ĞÕi Phúc Bao, ta s¨ h§u tÕ.","Ta ğşi ngß¶i · ğây!","Hãy mau thu th§p giúp ta v¾i!","R¯t cuµc cûng có ch² chÑa bäo v§t r°i, ğa tÕ ngß¶i.","","","","","","","",""
"861","Trş Giúp Mµt Tay","Hãy nói chuy®n v¾i Lı Bán Tiên ğ¬ ğßşc nh§n 2 pháp bäo chính khác loÕi, ğã ğ¥y 4 c¤p linh lñc.","$username$, m²i mµt môn phái ğ«u có mµt Pháp bäo ğµc môn, Pháp bäo ngß½i ğang có hi®n chï là mµt trong s¯ ğó, ta t£ng ngß½i thêm mµt Pháp bäo næa, hi v÷ng Pháp bäo này s¨ giúp ngß½i träm yêu di®t ma, duy trì chính nghîa!","Th¶i c½ không th¬ bö lŞ, vi®c t¯t không ğªn hai l¥n.","Chính nghîa s¨ mang ğªn cho ngß¶i sÑc mÕnh vô biên!","Ha ha, hi v÷ng Pháp bäo này s¨ có ích cho ngß½i!","","","","","","","",""
"862","Trang B¸ Tân Thü","Nguyên Giác ĞÕi Sß ğang ch¶ kÏ hi®p, có vë ông ¤y có mµt v§t mu¯n t£ng cho kÏ hi®p.","$username$, pháp bäo chính khi ğÕt c¤p ğµ tinh luy®n cao nh¤t s¨ không th¬ tiªp tøc tinh luy®n. M²i ğÆng c¤p pháp bäo cách nhau 10 c¤p ğµ (1x, 2x, 3x..), c¤p ğµ tinh luy®n cûng tång theo. Ğ¬ tiªt ki®m linh lñc tinh luy®n pháp bäo, kÏ hi®p có th¬ dung hşp pháp bäo ğÆng c¤p th¤p v¾i pháp bäo ğÆng c¤p cao h½n. Sau khi pháp bäo ğÕt c¤p tinh luy®n 10 s¨ c¥n tiªn hành dung hşp pháp bäo. Hãy ğªn NPC Dßşc Sß · Thiên Hóa Thôn ğ¬ nh§n nhi®m vø Cß¶ng Hóa Pháp Bäo Chính ğ¬ ğßşc hß¾ng dçn chi tiªt. Ğây là chút quà m÷n, hy v÷ng s¨ giúp ğŞ kÏ hi®p trên ğß¶ng chân tu ğ¡c ğÕo.","Chúc ngß¶i trë tu±i may m¡n.","C¯ lên, ta trông c§y vào ngß½i ğ¤y. Vi®c hi¬u rõ pháp bäo là r¤t quan tr÷ng.","Khá l¡m, ngß½i ğã h÷c thêm ğßşc r¤t nhi«u tri thÑc, ğây là bµ trang b¸ ta t£ng cho ngß½i, mong r¢ng s¨ giúp ích. Nh¾ r¢ng khi ğÕt c¤p 11 hãy ği tìm Dßşc Sß ğ¬ làm nhi®m vø 'Cß¶ng Hóa Pháp Bäo Chính' nhé.","","","","","","","",""
"863","Th¥n Thú Tß½ng Trş","Giúp Thü Mµ Nhân tiêu di®t BOSS QuÖ Linh, nh§n ğßşc Th¥n Thú KÏ Lân!","Ğµc v§t s¯ 1 tam gi¾i - Cñ Ğµc Vån Chu nay cß trú trong Vån Chu Ğµng, ğßşc các Ma chiªn c½ giáp bäo hµ, lÕi ğßşc pháp thu§t cüa Quách Vân Ph¯c tôi luy®n, khiªn cho nó càng tr· nên khüng khiªp. Mu¯n tiêu di®t ğßşc Cñ Ğµc Vån Chu phäi hÕ gøc Boss QuÖ Linh ğang tr¤n giæ ğ¬ tri®u h°i th¥n thú hµ thân.","Chúc ngß¶i trë tu±i may m¡n.","B÷n Ma giáo trong Vån Chu Ğµng tuy khá mÕnh, song tà không th¬ th¡ng chính, tin r¢ng ngß½i và ğÕo hæu ch¡c hÆn s¨ giành th¡ng lşi.","Ngß½i có mµt nhóm th§t là mÕnh, ngày tiêu di®t Cñ Ğµc Vån Chu s¨ không còn xa.","","","","","","","",""
"864","Kai Tâm Giao Hæu","Quän Lı Thß½ng Kh¯ ğang t± chÑc sñ ki®n Khai Tâm Giao Hæu, hãy tham gia ğ¬ lînh thß·ng l¾n nào!","$username$, hãy m¶i g÷i th§t nhi«u b¢ng hæu tham gia Tam Gi¾i Thøc S½n, cùng thu th§p l®nh bài ğ¬ ğ±i 3 bµ trang b¸ cñc ph¦m! Lên ngay thucson.livevn.com ğ¬ tham gia sñ ki®n hào hÑng này nhé.","Chúc ngß¶i trë tu±i may m¡n.","Ğã có bao nhiêu b¢ng hæu tham gia r°i? Tiªp tøc c¯ g¡ng nhé. Thøc S½n KÏ Hi®p v×a hào hÑng và d­ täi. Ch½i vui và thú v¸ biªt bao.","$username$, lşi hÕi quá, b¢ng hæu cüa ngß½i ğông th§t ğó, l§p bang hµi cho hoành tráng nào!","","","","","","","",""
"865","C½ Duyên Xäo Ngµ","Hãy g£p Quän Lı Thß½ng Kh¯ ğ¬ khám phá bí m§t thú v¸","$username$, g£p ngß½i · ğây th§t là duyên kÏ ngµ. Ta có mµt Tu Tiên Bao, c¥n phäi có Chìa Khóa Vàng m¾i m· ğßşc. Khi nào tìm ğßşc chìa khóa thì hãy tñ khám phá bäo v§t bên trong nhé!","Chúc ngß¶i trë tu±i may m¡n.","Mau ği tìm Chìa Khóa Vàng nào!","Tr· thành kë ğßşc vÕn ngß¶i ngßŞng mµ th§t không d­. Chúc kÏ hi®p thành công.","","","","","","","",""
"866","Câu Chuy®n Th¤t T¸ch","Nghe Nguy®t Lão k¬ v« Th¤t T¸ch","Này ngß¶i trë tu±i, có mu¯n biªt v« câu chuy®n Th¤t T¸ch không? Hãy l¡ng nghe nhé.","Th¤t T¸ch hÕnh phúc!","Th¤t T¸ch hÕnh phúc!","Tß½ng truy«n thiên ğình và nhân gian cách nhau mµt dòng ngân hà. ChÑc Næ là v¸ tiên næ xinh ğ©p tuy®t tr¥n, lÕi có tài may vá ğiêu luy®n nên cuµc s¯ng cüa nàng ğ©p nhß m½. Còn Ngßu Lang là chàng trai chån trâu nghèo kh± v¾i con trâu già c£m cøi.
Trâu già thß½ng cäm cho chàng trai hi«n lành nên ğã se duyên cho ChÑc Næ và Ngßu Lang g£p nhau, nên duyên vş ch°ng, cùng s¯ng tÕi Thiên Ğình. Nhßng Ngßu Lang lÕi nh¾ quê hß½ng tr¥n gian, bö quên l¶i hÑa v¾i thiên ğª mà hÕ phàm. Ğ¬ tr×ng phÕt sñ b°ng bµt này Ngßu Lang và ChÑc Næ phäi xa cách nhau b·i dòng ngân hà l¤p lánh. M²i nåm mùng 7 tháng 7 m¾i ğßşc g£p 1 l¥n nên ğßşc g÷i là L­ Th¤t T¸ch v¾i cây c¥u ô thß¾c ğ¥y cäm ğµng.","","","","","","","",""
"867","Ngßu Lang ChÑc Næ Hµi Ngµ","Ğánh bÕi Soái Khí Nam TØ","KÏ hi®p ½i, chàng Ngßu Lang tµi nghi®p mu¯n g£p ChÑc Næ nhßng lÕi b¸ tên Soái Khí Nam TØ cän tr·. Hãy giúp h÷ g£p nhau ğßşc không?","Chúc kÏ hi®p may m¡n!","Ğánh bÕi Soái khí nam tØ, giúp ğŞ Ngßu Lang ChÑc Næ","Ngßu Lang ChÑc Næ cäm kích kÏ hi®p l¡m","","","","","","","",""
"868","Bày Tö Tâm Yêu","Hãy nh§n chim Ô Thß¾c t× Nguy®t Lão và sØ døng ğ¬ hoàn thành nhi®m vø","KÏ hi®p này, c½ duyên không phäi lúc nào cûng có. Hãy tranh thü mà bày tö tâm tình nhé!","Chúc kÏ hi®p may m¡n!","Hãy tranh thü mà bày tö tâm tình nhé!","Ğúng nhß v§y ğ¤y! Phäi dám yêu dám nói chÑ!","","","","","","","",""
"869","Di®u Døng Linh Vån Phù (s½ c¤p)","Hãy mua Linh Vån Phù tÕi Lı Bán Tiên ğ¬ nh§n ph¥n thß·ng linh lñc.","$username$, ğÕo hÕnh cüa ngß½i vçn còn th¤p l¡m, c¥n phäi tu luy®n thêm. Hãy mua 1 Linh Vån Phù Chú t× ta, s¨ giúp tång linh lñc r¤t hæu hi®u.","T× nay v« sau m²i ngày hãy ğªn g£p ta!","Mua xong Linh Vån Phù Chú thì hãy ğªn g£p ta.","Hãy tiªp tøc tu luy®n, tam gi¾i ğang r¤t c¥n nhæng kÏ hi®p anh dûng ğ¬ cÑu nguy cho bá tánh.","","","","","","","",""
"870","Di®u Døng Linh Vån Phù (trung c¤p)","Hãy mua Linh Vån Phù tÕi Lı Bán Tiên ğ¬ nh§n ph¥n thß·ng linh lñc.","$username$, lâu ngày không g£p trông ngß½i ğã khá h½n r¤t nhi«u. Gi¶ ğây ngß½i ğã có th¬ mua 3 t¤m Linh Vån Phù Chú, giúp tång cß¶ng thêm lßşng linh lñc c¥n thiªt.","T× nay v« sau m²i ngày hãy ğªn g£p ta!","Mua xong Linh Vån Phù Chú thì hãy ğªn g£p ta.","Hãy tiªp tøc tu luy®n, tam gi¾i ğang r¤t c¥n nhæng kÏ hi®p anh dûng ğ¬ cÑu nguy cho bá tánh.","","","","","","","",""
"871","Di®u Døng Linh Vån Phù (cao c¤p)","Hãy mua Linh Vån Phù tÕi Lı Bán Tiên ğ¬ nh§n ph¥n thß·ng linh lñc.","$username$, th§t ğáng m×ng khi ngß½i có th¬ ğÕt ğªn mÑc tu vi võ h÷c nhß v§y. Có phäi vçn cäm th¤y không ğü linh lñc cho các pháp bäo uy lñc không? Nay ta s¨ phá l® bán cho ngß½i 5 t¤m Linh Vån Phù Chú. Vi®c có ích thª này ngß½i nên quäng bá giúp ta.","T× nay v« sau m²i ngày hãy ğªn g£p ta!","Mua xong Linh Vån Phù Chú thì hãy ğªn g£p ta.","Hãy tiªp tøc tu luy®n, tam gi¾i ğang r¤t c¥n nhæng kÏ hi®p anh dûng ğ¬ cÑu nguy cho bá tánh.","","","","","","","",""
"872","Tri®u T§p ĞÕo Hæu","Hãy tìm và kªt thân v¾i các kÏ hi®p m¾i ch§p chæng bß¾c vào Tam Gi¾i dß¾i c¤p ğµ 25, mang t¤m thi®p v¾i chæ Thøc S½n này giao cho h÷ xem nhß mµt l¶i chào cüa b§c ti«n b¯i. Hãy giúp ğŞ và thuyªt phøc nhæng ğÕo hæu này gØi lÕi Thß Cäm TÕ. Ğ¬ nh§n ğßşc Thß Cäm TÕ, các kÏ hi®p m¾i phäi nh§n nhi®m vø 'Tri®u T§p ĞÕo Hæu - Cäm TÕ' khi ğÕt c¤p ğµ 20-25 (không th¬ nh§n nhi®m vø nªu quá c¤p ğµ).","$username$, Thøc S½n càng ğông vui càng náo nhi®t, ğÕo hæu hãy kªt thân thêm nhi«u b¢ng hæu m¾i, cùng khám phá thª gi¾i tiên hi®p h¤p dçn. Hãy mang t¤m thi®p v¾i chæ Thøc S½n này giao cho các kÏ hi®p dß¾i c¤p ğµ 25 xem nhß mµt l¶i chào cüa b§c ti«n b¯i. Hãy giúp ğŞ và thuyªt phøc nhæng ğÕo hæu này gØi lÕi Thß Cäm TÕ. Ğ¬ nh§n ğßşc Thß Cäm TÕ, các kÏ hi®p m¾i phäi nh§n nhi®m vø 'Tri®u T§p ĞÕo Hæu - Cäm TÕ' khi ğÕt c¤p ğµ 20-25 (không th¬ nh§n nhi®m vø nªu quá c¤p ğµ).","Chúc kÏ hi®p may m¡n!","Hãy tiªp tøc c¯ g¡ng, chï c¥n có ğü thß cäm tÕ là s¨ có thß·ng.","Chúc m×ng kÏ hi®p, thiên hÕ tÑ häi giai huynh ğ®, chúc kÏ hi®p luôn ğßşc Tam Gi¾i mªn mµ.","","","","","","","",""
"873","Tri®u T§p ĞÕo Hæu - Cäm TÕ","Hãy tìm g£p nhæng kÏ hi®p c¤p ğµ 30 tr· lên ğ¬ nh§n t¤m thi®p có chæ Thøc S½n và ğ±i l¤y quà thß·ng h§u hînh.","$username$, Thøc S½n càng ğông vui càng náo nhi®t, ğÕo hæu hãy kªt thân thêm nhi«u b¢ng hæu m¾i, cùng khám phá thª gi¾i tiên hi®p h¤p dçn.","Chúc kÏ hi®p may m¡n!","Hãy tiªp tøc c¯ g¡ng, chï c¥n có chæ Thøc S½n là s¨ có thß·ng.","Chúc m×ng kÏ hi®p, thiên hÕ tÑ häi giai huynh ğ®, chúc kÏ hi®p luôn ğßşc Tam Gi¾i mªn mµ.","","","","","","","",""
"874","Thu H°i Höa Linh","Hãy tìm hài c¯t cüa Cñ Báo tÕi phía ğông Thiên Hóa Thôn và sØ døng T§p Höa Chú tÕi Ana Tiên TØ ğ¬ thu h°i höa linh","Trß¾c ğây höa linh ğã th¤t lÕc tÕi H¡c Tâm Thäo Nguyên. Tß½ng truy«n Cñ Báo ğã h¤p thu höa linh nay ğã chªt, hãy ğªn thi hài cüa Cñ Báo ğ¬ ği«u tra thñc hß.","V¤t vä r°i, ta ğã chu¦n b¸ 1 pháp khí höa linh ğ¬ làm quà cäm tÕ.","Uhm..","Ğây là t§p höa chú. Khi tìm ğßşc hài c¯t cüa Cñ Báo thì hãy sØ døng ğ¬ thu h°i höa linh.","","","","","","","",""
"875","Cuµc Chiªn Th¯ TØ","Hãy giúp Ana tiên tØ truy b¡t mµt s¯ dã th¯ tÕi phía B¡c Thành Ğô, thu h°i thüy linh toái phiªn.","Dã th¯ ngày ğêm g£m nhai lß½ng thäo · ngoài ruµng và không ng×ng h¤p thu sß½ng khí, tÕo thành thüy linh nång lßşng. Hãy giúp ta thu th§p thüy linh toái phiªn t× chúng nhé.","Ği s¾m v« s¾m","Dã th¯ ngh¸ch ng¾m l¡m phäi không?","Ğã ğü thüy linh r°i, xin cäm tÕ!","","","","","","","",""
"876","Trùng Chú Ph§t Hoa","Kë tu hành c¥n có ngû linh. Di®t Dã Trß Vß½ng tÕi Bí Ğµng ğ¬ l¤y Ph§t Linh, di®t Song ğ¥u xà tÕi Xà huy®t ğ¬ thu h°i Ğµc Linh, di®t Cñ Hình thiªt thú tÕi Bách hoa s½n ğ¬ thu Ği®n Linh. Ana Tiên TØ s¨ giúp ngß½i tìm Höa Linh và Thüy Linh.","Trong th¶i loÕn lÕc cüa yêu ma nghi®t thú, kÏ hi®p kh¡p n½i phäi trùng chú ph§t hoa ğ¬ tång thêm sÑc mÕnh chính phái. Ğ¬ hoàn thành nhi®m vø này c¥n phäi có th¥n bí Ngû Linh. Ph§t Linh t× Dã Trß Vß½ng, Ğµc Linh t× Song Ğ¥u Xà, Ği®n Linh t× Thiªt Thú..","Chuyªn ği nguy hi¬m, kÏ hi®p c¦n th§n!","Nªu th¤y quá khó có th¬ tÕm gác lÕi, tu luy®n thêm vài c¤p hãy quay v«.","Ğã ğü Ngû Linh r°i, ğây là ph¥n quà xÑng ğáng","","","","","","","",""
"877","Trş Giúp Nguy®t Nga","Giúp Nguy®t Nga tiêu di®t Ác Lang, thu h°i däi løa tiên","Huhuhu, $username$ ½i, ngß½i phäi giúp ta v¾i! Däi løa tiên giúp ta bay tr· v« thiên ğình ğã b¸ Ác Lang l¤y c¡p m¤t r°i, gi¶ làm sao quay v« Nguy®t Cung ğây? Giúp ta v¾i!","Th§t ngÕi quá, làm phi«n ngß¶i r°i!","C¯ lên! Ta tin ngß¶i nh¤t ğ¸nh s¨ thành công!","Cäm tÕ ngß½i l¡m, ngß½i th§t t¯t bøng!","","","","","","","",""
"878","Thu Th§p G² Quª","Giúp Ngô Cang thu th§p g² quª","Ngô Cang tµi nghi®p b¸ b¡t thu th§p g² quª ğªn n²i ngä b®nh r°i, nh¶ kÏ hi®p giúp mµt tay!","Th§t ngÕi quá, làm phi«n ngß¶i r°i!","C¯ lên! Ta tin ngß¶i nh¤t ğ¸nh s¨ thành công!","Cäm tÕ ngß½i l¡m, ngß½i th§t t¯t bøng!","","","","","","","",""
"879","Truy Tìm Dßşc B±ng","Giúp Nguy®t Nga tìm lÕi Dßşc B±ng t× tay Công Tôn Vû","$username$, Nguy®t Th¯ b¤t c¦n ğã làm m¤t dßşc b±ng r°i, không biªt BOSS nào nh£t m¤t, phi«n kÏ hi®p giúp ğŞ tìm kiªm nhé!","Th§t ngÕi quá, làm phi«n ngß¶i r°i!","C¯ lên! Ta tin ngß¶i nh¤t ğ¸nh s¨ thành công!","Hay quá! Nguy®t Th¯ có th¬ tiªp tøc chª dßşc r°i","","","","","","","",""
"880","SÑ M®nh Tri®u H°i","Sau khi bang chü tiªp nh§n nhi®m vø, hãy mua Bang Chü L®nh Bài t× KÏ Trân Các ğ¬ hoàn thành nhi®m vø tÕi Sinh M®nh Chi Thø trong Lãnh Ğ¸a Bang Hµi","M²i t¯i thÑ sáu t× 19h - 23h, bang chü có th¬ phát chï l®nh tiêu di®t BOSS khüng L¸ch QuÖ Cß½ng Thi. Bang chü mu¯n t§p hşp t¤t cä bang chúng không? Ta s¨ giúp ngß½i v¾i ği«u ki®n phäi có Bang Chü L®nh Bài (Chú ı: L¸ch QuÖ Cß½ng Thi s¨ ğßşc tri®u h°i tÕi v¸ trí 347, 204 tÕi thành trì trong Lãnh Ğ¸a Bang Hµi.)","C¯ g¡ng nhé!","Chï có th¬ tri®u h°i t× 19h-23h m²i t¯i thÑ sáu!","L¸ch QuÖ Cß½ng Thi s¨ xu¤t hi®n tÕi v¸ trí 347, 204 tÕi Lãnh Ğ¸a Bang Hµi. Cuµc chiªn quyªt li®t s¡p di­n ra.","","","","","","","",""
"881","Bang Hµi T±ng L®nh","Hãy mua Bang Hµi T±ng L®nh Bài tÕi KÏ Trân Các và hoàn thành nhi®m vø tÕi Thiên Nguyên Ğïnh trong lãnh ğ¸a bang hµi","$username$, khi ğã bß¾c lên con ğß¶ng chân tu, ngß½i không th¬ ğ½n ğµc chiªn ğ¤u mà phäi cùng phát tri¬n trong bang hµi. Hãy cùng xây dñng bang hµi cüa riêng mình.","Nhanh lên nào","Hãy tìm mua v§t ph¦m nhi®m vø trên KÏ Trân Các!","Hoan nghênh gia nh§p ğÕi gia ğình bang hµi!","","","","","","","",""
"882","Bang Chúng Rµn Ràng","Hãy mua Bang Hµi C¯ng Hiªn L®nh và hoàn thành nhi®m vø tÕi Thiên Nguyên Ğïnh trong lãnh ğ¸a bang.","Ğµ c¯ng hiªn m²i ngày sao ít quá? LÕi b¸ bang chü trách vì không siêng ği quest bang? V§y hãy mua Bang Hµi C¯ng Hiªn L®nh ğ¬ tri®u g÷i S½n Th¥n Giáp, giúp hoàn thành 600 ğµ c¯ng hiªn.","Nhanh lên nào","Xây dñng bang hµi ngày càng væng mÕnh là trách nhi®m cüa t¤t cä thành viên","S½n Th¥n Giáp s¨ giúp hoàn thành 600 ğµ c¯ng hiªn bang hµi.","","","","","","","",""
"883","T£ng Thøc S½n Hoan HÖ Bao","Hãy g£p Tiêu Diêu TØ ğ¬ hoàn thành nhi®m vø","Sau 1 nåm cùng các kÏ hi®p ğÕo hæu khám phá tam gi¾i äo di®u, nay Thøc S½n KÏ Hi®p ğã tr· thành game tiên hi®p 2.8D th¯ng tr¸ tÕi 6 qu¯c gia, ğßşc 8 tri®u ngß¶i ch½i üng hµ. V¾i thái ğµ chuyên nghi®p và quan tâm hªt mÑc, Thánh Ği®n s¨ tiªp tøc c¯ g¡ng ğ¬ mang ğªn cho chß v¸ kÏ hi®p d¸ch vø game hoàn thi®n nh¤t. Và Thøc S½n Hoan HÖ Bao chính là món quà ı nghîa ğ¬ tö lòng cäm tÕ ğªn sñ üng hµ hªt lòng cüa quı ğÕo hæu.","Hãy nói chuy®n v¾i ta ğ¬ hoàn thành nhi®m vø và nh§n Hoan HÖ Bao","M×ng Sinh Nh§t 1 nåm tu±i cüa Thøc S½n KÏ Hi®p","Mµt l¥n næa cäm tÕ t¤m lòng üng hµ Thøc S½n KÏ Hi®p cüa quı ğÕo hæu","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"1223","Mµc BÕt Ğ¥u Lô-Danh v÷ng","Giúp Thiªt Chung ĞÕo Nhân thu th§p Mµc BÕt Ğ¥u Lô.","Mµc BÕt là mµt loÕi quái v§t ğáng sş, chúng không ng×ng h¤p thø tüy não cüa nhæng sinh v§t khác ğ¬ làm mÕnh chính mình. Nhi«u thôn dân trong làng ğã b¸ chúng giªt. Không biªt có v¸ tam gi¾i kÏ hi®p nào b¢ng lòng giúp chúng ta tiêu di®t chúng không?","B÷n quái v§t này không d­ ğ¯i phó, ngß½i phäi c¦n th§n ğ¤y !","Quái v§t trong Mµc BÕt Ğµng Huy®t quä th§t quá ğáng sş.","Hay quá, ngß½i ğã giúp ta tiªt ki®m ğßşc không ít th¬ lñc ğó. Ğây là thù lao cüa ngß½i, l¤y ği ğ×ng khách khí!","Không sao, vçn còn có l¥n sau mà.","","","","","","",""
"1224","Mµc BÕt Ğ¥u Lô-Linh lñc","Giúp Thiªt Chung ĞÕo Nhân thu th§p Mµc BÕt Ğ¥u Lô.","Mµc BÕt là mµt loÕi quái v§t ğáng sş, chúng không ng×ng h¤p thø tüy não cüa nhæng sinh v§t khác ğ¬ làm mÕnh chính mình. Nhi«u thôn dân trong làng ğã b¸ chúng giªt. Không biªt có v¸ tam gi¾i kÏ hi®p nào b¢ng lòng giúp chúng ta tiêu di®t chúng không?","B÷n quái v§t này không d­ ğ¯i phó, ngß½i phäi c¦n th§n ğ¤y !","Quái v§t trong Mµc BÕt Ğµng Huy®t quä th§t quá ğáng sş.","Hay quá, ngß½i ğã giúp ta tiªt ki®m ğßşc không ít th¬ lñc ğó. Ğây là thù lao cüa ngß½i, l¤y ği ğ×ng khách khí!","Không sao, vçn còn có l¥n sau mà.","","","","","","",""
