基本,,,,,,,,,,,属性,,,,,,,,,,,,,,,,,,,,,,,给予,给予,00,,,,,,,,,,,,,其他,,,,,,,,,小宠物专用,小宠物/战斗宠物,属于哪一个城战区,,,,,1,,
编号,名字,名字,类型,鼠标选择,类型细分,模型ID,可否被玩家攻击,可驯服类型,资源类型,尸体存在时间,等级,掉落金装是否广播,精英比率,伤害比率,头衔,血条层数,效果免疫,技能免疫,血值,魔法,攻击,伤害,闪避率,防御,默认普通攻击,,技能,宠物技能(包括战斗宠物和傀儡),元素伤害,元素防御,攻击距离,移动速度,攻击速度,经验,灵力,金钱,金钱掉落几率,掉落类型,掉落道具,颜色概率,掉落道具等级调整,独立掉落道具,独立颜色概率,独立掉落道具等级调整,独立掉落率,固定掉落数量,随机坐标,地图坐标,功能,默认对话,可接受的任务,可完成的任务,关联任务,传送点,辅助技能,所属势力,声望奖励,对应增益性buf,适合的食物,居住地,离开视野缓存,NPC相对性,随从开关,是否显示附近NPC,是否可在SpcBoss中查找,SpcBoss中的详细描述(xml文件地址),备注(Npc简单描述)
5085,巨形蜈蚣,$L:npc_5085$,1,3,,5099,1,1,,100,68,,2.5,4,0,,,,13365,100,0,1320,66,1186,1256,,"1105,0.1","1143,1",,1186;1186;1186;1186;1186,90,120,3,395,66,8000,0.5,1,806;206,0;0;0;,"0,0;0,0;",6032;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1780;1136;17,,,,,1559;,,,,,,2,,,,,,,,
5086,长臂魔族长,$L:npc_5086$,1,3,,5100,1,,,100,68,,4,3.5,0,,,,21384,100,0,1155,66,1186,20,,,,,1186;1186;1186;1186;1186,120,120,3,395,66,8000,0.5,1,806;206,0;0;0;,"0,0;0,0;",6032;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1937;1188;17,,,,,1563,,,,,,,,,,,,,,
5087,小赤蛛,$L:npc_5087$,1,3,,5101,1,,,100,68,,1.2,2.5,0,,,,6415,100,0,825,66,1186,20,,,,,1186;1186;1186;1186;1186,60,120,3,395,66,8000,0.5,1,806;206,0;0;0;,"0,0;0,0;",6032;6041,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1997;1105;17,,,,,1565,,,,,,,,,,,,,,
5088,凝血刀客,$L:npc_5088$,1,3,,5102,1,,,100,69,,1.2,2.5,0,,,,6608,100,0,850,67,1203,20,,,,,1203;1203;1203;1203;1203,60,120,3,400,67,8000,0.5,1,206;906,0;0;0;,"0,0;0,0;",6034;6042,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1822;655;17,,,,,1583;1587;1631;1633;1635;1637;1645,,,,,,,,,,,,,,
5089,赤色蛮牛,$L:npc_5089$,1,3,,5103,1,1,,100,69,,1.2,2.5,0,,,,6608,100,0,850,67,1203,20,,,"1143,1",,1203;1203;1203;1203;1203,60,120,3,400,67,8000,0.5,1,206;906,0;0;0;,"0,0;0,0;",6035;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1821;575;17,,,,,1580;1634,,,,,,2,,,,,,,,
5090,魔门斗士,$L:npc_5090$,1,3,,5104,1,,,100,69,,1.2,2.5,0,,,,6608,100,0,850,67,1203,20,,,,,1203;1203;1203;1203;1203,60,120,3,400,67,8000,0.5,1,206;906,0;0;0;,"0,0;0,0;",6034;6042,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1665;611;17,,,,,1579;1631;1633;1635;1637;1645,,,,,,,,,,,,,,
5091,冰晶邪婴,$L:npc_5091$,1,3,,5105,1,2,,100,69,,1.2,2.5,0,,,,6608,100,0,850,67,1203,20,,,"1145,1",,1203;1203;1203;1203;1203,60,120,3,400,67,8000,0.5,1,206;906,0;0;0;,"0,0;0,0;",6035;6041,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1926;639;17,,,,,1590;1593;1622;1644,,,,,,2,,,,,,,,
5092,魔门巫师,$L:npc_5092$,1,3,,5106,1,,,100,69,,1.2,2.5,0,,,,6608,100,0,850,67,1203,20,,,,,1203;1203;1203;1203;1203,60,120,3,400,67,8000,0.5,1,206;906,0;0;0;,"0,0;0,0;",6034;6041,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,2016;600;17,,,,,1594;1595;1631;1633;1635;1637;1644,,,,,,,,,,,,,,
5093,滇边毒蝇,$L:npc_5093$,1,3,,5107,1,2,,100,70,,1.2,2.5,0,,,,6804,100,0,875,68,1219,1126,,,"1145,1",,1219;1219;1219;1219;1219,200,120,3,405,68,8200,0.5,1,206;906,0;0;0;,"0,0;0,0;",6036;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1656;802;17,,,,,1607;1636;1623;1647,,,,,,2,,,,,,,,
5094,夜行山鬼,$L:npc_5094$,1,3,,5108,1,,,100,70,,1.2,2.5,0,,,,6804,100,0,875,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,1,206;906,0;0;0;,"0,0;0,0;",6036;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1715;670;17,,,,,1599;1610;1634;1636;1647,,,,,,,,,,,,,,
5095,辛辰子亲兵,$L:npc_5095$,1,3,,5109,1,,,100,70,,1.2,2.5,0,,,,6804,100,0,875,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,1,206;906,0;0;0;,"0,0;0,0;",6037;6042,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1862;827;17,,,,,1603;1635;1637;1646,,,,,,,,,,,,,,
5096,唐石亲兵,$L:npc_5096$,1,3,,5110,1,,,100,70,,1.2,2.5,0,,,,6804,100,0,875,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,1,206;906,0;0;0;,"0,0;0,0;",6037;6042,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1641;882;17,,,,,1602;1635;1637;1646,,,,,,,,,,,,,,
5097,绿袍嫡传弟子,$L:npc_5097$,1,3,,5111,1,,,100,70,,1.2,2.5,0,,,,6804,100,0,875,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,1,206;906,0;0;0;,"0,0;0,0;",6037;6042,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1710;867;17,,,,,1611;1617;1635;1637,,,,,,,,,,,,,,
5098,镇龙亭守卫,$L:npc_5098$,1,3,,5112,1,,,100,70,,1.2,2.5,0,,,,6804,100,0,875,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,1,206;906,0;0;0;,"0,0;0,0;",6036;6042,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1656;960;17,,,,,1612;1616;1635;1637,,,,,,,,,,,,,,
5099,碧眼血魔,$L:npc_5099$,1,3,,5113,1,,,100,70,,1.2,2.5,0,,,,6804,100,0,875,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,1,206;906,0;0;0;,"0,0;0,0;",6036;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,,,,,,1615,,,,,,,,,,,,,,
5100,薛萍,$L:npc_5100$,1,3,,5114,1,,,100,66,,30,5,1,,,,151021,120,0,1554,64,1154,20,,"1286,0.3;",,,1154;1154;1154;1154;1154,60,150,3,11550,1925,234000,1,2,406;706,0;0;0;,"0,0;0,0;",6028;6029,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1339;1145;17,,,,,1533;1638,,,,,,,,,,,,,,
5101,钱青选,$L:npc_5101$,1,3,,5115,1,,,100,66,,30,5,1,,,,151021,120,0,1554,64,1154,20,,"1287,0.3;",,,1154;1154;1154;1154;1154,60,150,3,11550,1925,234000,1,2,406;706,0;0;0;,"0,0;0,0;",6028;6029,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1674;1177;17,,,,,1521;1639,,,,,,,,,,,,,,
5102,师文恭,$L:npc_5102$,1,3,,5116,1,,,100,67,,30,5.5,1,,,,155656,120,0,1762,65,1170,20,,"1288,0.3;",,,1170;1170;1170;1170;1170,60,150,3,11700,1950,234000,1,2,706;806,0;0;0;,"0,0;0,0;",6030;6031,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1339;655;17,,,,,1555;1641,,,,,,,,,,,,,,
5103,史厉,$L:npc_5103$,1,3,,5117,1,,,100,67,,30,5.5,1,,,,155656,120,0,1762,65,1170,20,,"1289,0.3;",,,1170;1170;1170;1170;1170,60,150,3,11700,1950,234000,1,2,406;806,0;0;0;,"0,0;0,0;",6030;6031,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1430;743;17,,,,,1542;1640,,,,,,,,,,,,,,
5104,郑元规,$L:npc_5104$,1,3,,5118,1,,,100,68,,30,6,1,,,,160380,120,0,1980,66,1186,20,,"1290,0.3;",,,1186;1186;1186;1186;1186,60,150,3,11850,1975,240000,1,2,806;206,0;0;0;,"0,0;0,0;",6032;6033,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1994;1239;17,,,,,1564;1643,,,,,,,,,,,,,,
5105,洞玄仙婆,$L:npc_5105$,1,3,,5119,1,,,100,68,,30,6,1,,,,160380,120,0,1980,66,1186,20,,"1291,0.3;",,,1186;1186;1186;1186;1186,60,150,3,11850,1975,240000,1,2,806;206,0;0;0;,"0,0;0,0;",6032;6033,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1907;1055;17,,,,,1573;1642,,,,,,,,,,,,,,
5106,洪长豹,$L:npc_5106$,1,3,,5120,1,,,100,69,,30,6.5,1,,,,165195,120,0,2209,67,1203,20,,"1292,0.3;",,,1203;1203;1203;1203;1203,60,150,3,12000,2000,240000,1,2,206;906,0;0;0;,"0,0;0,0;",6034;6035,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1829;713;17,,,,,1588;1645,,,,,,,,,,,,,,
5107,雷卓子,$L:npc_5107$,1,3,,5121,1,,,100,69,,30,6.5,1,,,,165195,120,0,2209,67,1203,20,,"1293,0.3;",,,1203;1203;1203;1203;1203,60,150,3,12000,2000,240000,1,2,206;906,0;0;0;,"0,0;0,0;",6034;6035,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1938;607;17,,,,,1597;1644,,,,,,,,,,,,,,
5108,随引,$L:npc_5108$,1,3,,5122,1,,,100,70,,30,7,1,,,,170100,120,0,2450,68,1219,20,,"1294,0.3;",,,1219;1219;1219;1219;1219,60,150,3,12150,2025,246000,1,2,206;906,0;0;0;,"0,0;0,0;",6036;6037,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1715;975;17,,,,,1614;1646,,,,,,,,,,,,,,
5109,乔寿,$L:npc_5109$,1,3,,5123,1,,,100,70,,30,7,1,,,,170100,120,0,2450,68,1219,20,,"1295,0.3;",,,1219;1219;1219;1219;1219,60,150,3,12150,2025,246000,1,2,206;906,0;0;0;,"0,0;0,0;",6036;6037,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,1591;877;17,,,,,1618;1647,,,,,,,,,,,,,,
5110,梅鹿子,$L:npc_5110$,1,3,,5124,1,,,100,70,,30,7,1,,,,170100,120,0,2450,68,1219,20,,"1310,0.3;",,,1219;1219;1219;1219;1219,90,150,3,12150,2025,246000,1,2,206;906,0;0;0;,"0,0;0,0;",6036;6037,0;0;0;0;0;0;0;,"0,0;0,0;",0.13;0.13,,,2002;823;17,,,,,1605,,,,,,,,,,,,,,
5111,智文石,$L:npc_5111$,2,1,,5125,0,,,0,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,0,0,,,,,,,,,,,1591;1139;17,,,,,1515,,,,,,,,,,,,,,
5112,赤光原石,$L:npc_5112$,2,1,,5126,0,,,0,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,0,0,,,,,,,,,,,1423;1193;17,,,,,1524,,,,,,,,,,,,,,
5113,黑煞落魂砂,$L:npc_5113$,2,1,,5127,0,,,0,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,0,0,,,,,,,,,,,1396;561;17,,,,,1552,,,,,,,,,,,,,,
5114,失心草,$L:npc_5114$,2,1,,5128,0,,,0,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,0,0,,,,,,,,,,,1830;1185;17,,,,,1556,,,,,,,,,,,,,,
5115,玄铁矿石,$L:npc_5115$,2,1,,5129,0,,,0,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,0,0,,,,,,,,,,,1972;1200;17,,,,,1561,,,,,,,,,,,,,,
5116,赤蛛卵,$L:npc_5116$,1,3,,4463,1,,,15,68,,1,1.5,0,,,,5346,120,0,495,20,1186,20,,"1260,0;",,,1186;1186;1186;1186;1186,60,0,3,395,66,0,0,,,,,,,,,,,1980;1075;17,,,,,,,,,,,,,,,,,,,
5117,紫金鹏草,$L:npc_5117$,2,1,,5131,0,,,0,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,0,0,,,,,,,,,,,1847;578;17,,,,,1585,,,,,,,,,,,,,,
5118,石晶花,$L:npc_5118$,2,1,,5132,0,,,0,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,0,0,,,,,,,,,,,1916;644;17,,,,,1591,,,,,,,,,,,1,,,
5119,冰魄银丝,$L:npc_5119$,2,1,,5133,0,,,0,10,,,,0,,,,243,120,0,23,14,244,20,,,,,244;244;244;244;244,60,120,3,105,18,0,0,,,,,,,,,,,1696;802;17,,,,,1608,,,,,,,,,,,1,,,
5120,易静,$L:npc_5120$,1,3,,5134,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1302;797;17,talk;task,talk/npc_talk_5120.xml,1536;1537;1538;1539;1547;1656;,1535;1536;1537;1538;1550;1656;1534,,,,,,,,,,,,1,,,
5121,佟元奇,$L:npc_5121$,1,3,,5135,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1317;791;17,talk;traffic;task,talk/npc_talk_5121.xml,1540;1541;1551;1552;1553;1554;1650;,1539;1540;1551;1552;1553;1650;,,70,,,,,,,,,,1,,,
5122,百合,$L:npc_5122$,1,3,,5136,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1558;562;17,talk;traffic;task,talk/npc_talk_5122.xml,1579;1589;1590;1592;1597;1644,1578;1589;1590;1596;1644,,72,,,,,,,,,,1,,,
5123,玄慧,$L:npc_5123$,1,3,,5137,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1558;572;17,talk;task,talk/npc_talk_5123.xml,1581;1583;1584;1587;1588;1599;1600;1606,1579;1582;1583;1586;1587;1588;1598;1599,,,,,,,,,,,,1,,,
5124,佛门弟子,$L:npc_5124$,1,3,,5138,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1795;609;17,talk;task,talk/npc_talk_5124.xml,1582;1645;1580;,1581;1645;1580;,,,,,,,,,,,,1,,,
5125,百花弟子,$L:npc_5125$,1,3,,5139,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1899;627;17,talk;task,talk/npc_talk_5125.xml,1593;1594;1595;1596;1591;,1592;1593;1594;1595;1591;,,,,,,,,,,,,1,,,
5126,陆敏,$L:npc_5126$,1,3,,5140,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1782;1045;17,talk;task,talk/npc_talk_5126.xml,1562;1563;1564;1567;1569;1570;1571;1610;1611;1612;1613;1616;1617;1643,1561;1562;1563;1564;1567;1569;1571;1609;1610;1611;1612;1615;1616;1643,,,,,,,,,,,,1,,,
5127,姜庶,$L:npc_5127$,1,3,,5141,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1773;1042;17,talk;traffic;task,talk/npc_talk_5127.xml,1565;1568;1577;1603;01604;1605;1607;1608;1609;1618;1653;1573;,1565;1568;1576;1577;1602;1603;1604;1606;1607;1608;1617;1653;1572;,,71,,,,,,,,,,1,,,
5128,司徒明,$L:npc_5128$,1,3,,5142,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1778;1043;17,talk;task,talk/npc_talk_5128.xml,1557;1558;1559;1561;1566;1574;1575;1576;1652;,1556;1557;1558;1560;1566;1574;1575;1652;,,,,,,,,,,,,1,,,
5129,尉迟火,$L:npc_5129$,1,3,,5143,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,50,3,405,68,8200,0.5,,,,,,,,,,,1732;737;17,talk;task,talk/npc_talk_5129.xml,1601,1600,1601,,,,,,,,,,,,,,
5130,元觉大师,$L:npc_5130$,1,3,,5144,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1309;796;17,talk;task,talk/npc_talk_5130.xml,1544;1545;1546;1548;1549;1550;1651;,1543;1544;1545;1547;1548;1549;1651;1546;,,,,,,,,,,,,,,,
5131,孢子魔菌,$L:npc_5131$,1,3,,4985,1,,,100,68,,1.8,5,,,,,9623,120,0,1650,66,1186,20,,,,,1186;1186;1186;1186;1186,60,120,3,395,66,8000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5132,百蛮山鬼,$L:npc_5132$,1,3,,4655,1,,,100,70,,1.8,5,,,,,10206,120,0,1750,68,1219,20,,,,,860;860;860;860;860,60,150,3,729,122,50000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
5133,伤员,$L:npc_5133$,1,3,,184,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,,talk;task,talk/npc_talk_5133.xml,,,1557,,,,,,,,,,,1,,,
5134,巫蛊奴长老,$L:npc_5134$,1,3,,5096,0,,,100,70,,2,,0,,,,11340,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,50,3,405,68,8200,0.5,,,,,,,,,,,1908;986;17,talk;task,talk/npc_talk_5134.xml,1572,1570,1572,,,,,,,,,,,,,,
5135,异兽狂热者,$L:npc_5135$,1,3,,5149,0,,,100,70,,,,0,,,,5670,120,0,350,68,1219,20,,,,,1219;1219;1219;1219;1219,60,120,3,405,68,8200,0.5,,,,,,,,,,,1428;1331;17,talk;task,talk/npc_talk_5135.xml,1619;1620;1621;1622;1623;1624;1625;1626;1627;1628;1629;1630;1631;1632;1633;1634;1635;1636;1637;1654,1619;1620;1621;1622;1623;1624;1625;1626;1627;1628;1629;1630;1631;1632;1633;1634;1635;1636;1637;1654,,,,,,,,,,,,,,,
5136,冰凌仙参,$L:npc_5136$,1,3,,5150,1,,,100,66,,3,4,0,,,,15102,100,0,1243,64,1154,20,,,,,1154;1154;1154;1154;1154,60,120,3,385,64,7800,0.5,1,,,,,,,,,"1310 870;1361 544;1682 1119;1493 1180;",,,,,,1624,,,,,,,,,,,,,,
5137,灵芝,$L:npc_5137$,1,3,,5151,1,,,100,68,,3,4,0,,,,16038,100,0,1320,66,1186,20,,,,,1186;1186;1186;1186;1186,60,120,3,395,66,8000,0.5,1,,,,,,,,,"1865 1247;1920 671;1596 905;2026 965;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,,,1340;,,,,"33,70",,,,,,,1,,,
1625,千年赤蛛,$L:npc_5138$,1,3,,4639,1,,,600,70,,400,0,1,0.3,2;3;4,,2268000,0,0,0,19,1219,20,,"1249,1;1250,1",,,1219;1219;1219;1219;1219,60,120,3,162000,27000,3280000,0.5,6,,,,,,,,,,,,,,,1340;,,,,"33,70",,,,,,,1,,,
5138,千年赤蛛,$L:npc_5138$,1,3,,4639,1,,,600,70,,400,0,1,0.3,2;3;4,,2268000,0,0,0,19,1219,20,,"1249,1;1250,1",,,1219;1219;1219;1219;1219,60,120,3,162000,27000,3280000,0.5,6,,,,,,,,,,,,,,,1340;,,,,"33,70",,,,,,,1,,,
5139,仿制的幽幻蛊,$L:npc_5139$,1,3,,5097,0,,,100,68,,2.3,10,0,,,,12296,100,0,3300,66,1186,,,"1259,0;",,,1186;1186;1186;1186;1186,60,120,3,395,66,8000,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
5140,银狐,$L:npc_5140$,1,3,,2911,0,,,100,66,,,,0,,,,5034,120,0,311,64,1154,20,,,,,1154;1154;1154;1154;1154,60,120,3,385,64,7800,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2259,,,,,,,,,
5141,神鳄,$L:npc_5141$,1,3,,5190,0,,,100,66,,,,0,,,,5034,120,0,311,64,1154,20,,,,,1154;1154;1154;1154;1154,60,120,3,385,64,7800,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2256,,,,,,,,,
5142,金刚猿猴,$L:npc_5142$,1,3,,613,0,,,100,66,,,,0,,,,5034,120,0,311,64,1154,20,,,,,1154;1154;1154;1154;1154,60,120,3,385,64,7800,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2257,,,,,,,,,
5143,飞天夜叉,$L:npc_5143$,1,3,,5152,0,,,100,66,,,,0,,,,5034,120,0,311,64,1154,20,,,,,1154;1154;1154;1154;1154,60,120,3,385,64,7800,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2258,,,,,,,,,
5144,恶灵战士,$L:npc_5144$,1,3,,5153,0,,,100,66,,,,0,,,,5034,120,0,311,64,1154,20,,,,,1154;1154;1154;1154;1154,60,120,3,385,64,7800,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2260,,,,,,,,,
5145,万骨毒龙,$L:npc_5145$,1,3,,5154,0,,,100,66,,,,0,,,,5034,120,0,311,64,1154,20,,,,,1154;1154;1154;1154;1154,60,120,3,385,64,7800,0.5,,,0.1;0;0;,,,,,,,,,,,,,,,,,,2255,,,,,,,,,
5146,铁砂掌乔断,,1,3,,5155,0,,,100,69,,3.5,3,1,,,,3440,312,0,228,31,569,20,,,,,600;600;600;600;600,60,0,3,718,120,14700,0.5,,,,,,,,,,,,talk;,talk/npc_talk_5146.xml,,,,,,,,,,,,,,,,,
5147,佛光普照,$L:npc_5147$,1,3,,250,0,,,100,69,,3.5,3,1,,,,3440,312,0,228,31,569,20,,,,,600;600;600;600;600,60,80,3,718,120,14700,0.5,,,,,,,,,,,,,talk/npc_talk_5147.xml,,,,,,,,,,,,,,,,,
5148,厚甲硫磺兽,$L:npc_5148$,1,3,,5157,1,,,100,65,,8,6,1,,,,39060,120,0,1808,19,1138,20,,,,,1138;1138;1138;1138;1138,60,150,3,3040,507,54500,0.5,4,5631,0;0;0,"0,0",6028;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,,,,,,,,,,,,,,,
5149,赤身弩手,$L:npc_5149$,1,3,,5158,1,,,100,65,,4,7,1,,,,19530,120,0,2110,19,1138,1263,,,,,1138;1138;1138;1138;1138,200,150,3,1520,253,54500,0.5,4,5631,0;0;0,"0,0",6029;6041,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,,,,,,,,,,,,,,,
5150,熔岩巨人,$L:npc_5150$,1,3,,5159,1,,,100,66,,8,6,1,,,,40272,120,0,1864,19,1154,20,,,,,1154;1154;1154;1154;1154,60,150,3,3080,513,54500,0.5,4,5631,0;0;0,"0,0",6029;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,1648;,,,,,,,,,,,,,,
5151,鬼魂,$L:npc_5151$,1,3,,5160,1,,,100,66,,4,6,1,,,,20136,120,0,1864,19,1154,1103,,,,,1154;1154;1154;1154;1154,200,150,3,1540,257,54500,0.5,4,5631,0;0;0,"0,0",6028;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,,,,,,,,,,,,,,,
5152,牛头马面,$L:npc_5152$,1,3,,5161,1,,,100,67,,4,6,1,,,,20754,120,0,1922,19,1170,20,,,,,1170;1170;1170;1170;1170,60,150,3,1560,260,54500,0.5,4,5632,0;0;0,"0,0",6031;6042,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,1650;,,,,,,,,,,,,,,
5153,屠夫,$L:npc_5153$,1,3,,5162,1,,,100,67,,6,7,1,,,,31131,120,0,2242,19,1170,20,,,,,1170;1170;1170;1170;1170,60,70,3,2340,390,54500,0.5,4,5632,0;0;0,"0,0",6030;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,1650;,,,,,,,,,,,,,,
5154,巨蛙人,$L:npc_5154$,1,3,,5163,1,,,100,67,,4,6,1,,,,20754,120,0,1922,19,1170,20,,,,,1170;1170;1170;1170;1170,60,150,3,1560,260,54500,0.5,4,5632,0;0;0,"0,0",6031;6042,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,1650;,,,,,,,,,,,,,,
5155,犀牛兽王,$L:npc_5155$,1,3,,5164,1,,,100,68,,4,6,1,,,,21384,120,0,1980,19,1186,20,,,,,1186;1186;1186;1186;1186,60,70,3,1580,263,54500,0.5,4,5633,0;0;0,"0,0",6032;6040,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,,,,,,,,,,,,,,,
5156,极乐童子,$L:npc_5156$,1,3,,5165,1,,,100,68,,4,6,1,,,,21384,120,0,1980,19,1186,20,,,,,1186;1186;1186;1186;1186,60,150,3,1580,263,54500,0.5,4,5633,0;0;0,"0,0",6033;6041,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,1652;,,,,,,,,,,,,,,
5157,精晶药人,$L:npc_5157$,1,3,,5166,1,,,100,68,,4,6,1,,,,21384,120,0,1980,19,1186,20,,,,,1186;1186;1186;1186;1186,60,150,3,1580,263,54500,0.5,4,5633,0;0;0,"0,0",6033;6041,0;0;0;0;0;0;0;,"0,0;0,0",0.13;0.13,,,1655;1010;17,,,,,1652;,,,,,,,,,,,,,,
5158,蝶蛹,$L:npc_5158$,1,3,,5167,1,,,100,69,,3,6,1,,4;14,,16519,120,0,2039,19,1203,20,,"1297,0.1;",,,1203;1203;1203;1203;1203,60,150,3,1200,200,54500,0,4,,,,,,,,,,1655;1010;17,,,,,,,,,,,,,1,,,,,,
5159,幼虫,$L:npc_5159$,1,3,,5168,1,,,100,69,,5,7,1,,4;14,,27532,120,0,2379,19,1203,20,,,,,1203;1203;1203;1203;1203,60,150,3,2000,333,54500,0,4,,,,,,,,,,1655;1010;17,,,,,,,,,,,,,1,,,,,,
